sens_id,timestamp,batt,temp,x_peak,y_peak,z_peak,x_rms,y_rms,z_rms
0x646f,5/1/2020 8:29,3.54,41.43763517,5.2985,5.57237,9.18175,2.43283,2.32908,2.43283
0x646f,5/1/2020 9:30,3.552,43.04825687,3.2559,4.37685,7.31907,1.0556,1.67008,1.0556
0x646f,5/1/2020 10:30,3.54,41.43763517,3.98788,9.9008,12.96171,1.36493,2.63867,1.36493
0x646f,5/1/2020 11:30,3.54,41.20552442,4.2614,4.95196,8.69331,1.57442,1.37308,1.57442
0x646f,5/1/2020 12:31,3.528,40.97287197,1.88303,8.8673,10.25847,0.6345,3.56153,0.6345
0x646f,5/1/2020 13:31,3.552,43.27646355,3.69353,5.7645,7.32823,1.44038,2.45349,1.44038
0x646f,5/1/2020 14:31,3.552,41.43763517,2.60065,4.00871,5.03419,0.93341,1.47631,0.93341
0x646f,5/1/2020 15:32,3.612,41.90028072,2.80809,5.30257,9.96245,1.18751,2.04374,1.18751
0x646f,5/1/2020 16:32,3.552,42.36090519,3.56234,5.01289,7.36575,1.23489,1.8905,1.23489
0x646f,5/1/2020 17:33,3.576,44.4111608,3.83957,3.61596,9.89518,1.63298,1.07015,1.63298
0x646f,5/1/2020 18:33,3.552,44.86228018,2.24567,3.60381,9.72406,0.74933,1.38812,0.74933
0x646f,5/1/2020 19:33,3.552,43.95850631,2.77589,4.09142,9.20318,1.16692,1.85403,1.16692
0x646f,5/1/2020 20:34,3.552,44.63690725,3.02278,4.17437,9.46012,1.07434,1.49515,1.07434
0x646f,5/1/2020 21:34,3.564,43.95850631,4.11674,5.64108,7.75969,1.61709,1.86399,1.61709
0x646f,5/1/2020 22:35,3.576,43.04825687,6.32087,4.34279,9.4831,3.51754,1.71242,3.51754
0x646f,5/1/2020 23:35,3.552,42.36090519,3.86446,6.36289,11.07544,1.53139,2.1839,1.53139
0x646f,5/2/2020 0:35,3.576,42.81960239,4.99517,3.64661,10.49357,2.08042,1.38464,2.08042
0x646f,5/2/2020 1:36,3.552,40.50589162,4.76774,6.15868,8.89914,1.74907,2.90628,1.74907
0x646f,5/2/2020 2:36,3.54,39.80103868,3.44796,5.46027,11.70208,1.3808,2.20685,1.3808
0x646f,5/2/2020 3:37,3.576,39.0906054,3.92719,4.27768,13.09625,1.12474,1.58362,1.12474
0x646f,5/2/2020 4:37,3.528,45.31194571,4.00452,6.43758,10.37979,1.8675,2.85442,1.8675
0x646f,5/2/2020 5:37,3.576,41.20552442,2.70629,6.60876,7.92638,1.07974,3.20696,1.07974
0x646f,5/2/2020 6:38,3.576,42.36090519,3.68701,5.60805,7.82182,1.62062,2.235,1.62062
0x646f,5/2/2020 7:38,3.576,39.32805949,3.67701,5.91125,6.7266,1.53972,2.52923,1.53972
0x646f,5/2/2020 8:39,3.564,41.66921655,4.58627,3.69832,8.28866,1.93151,1.17753,1.93151
0x646f,5/2/2020 9:39,3.576,42.13083966,2.71269,4.74218,5.91059,0.84525,1.95465,0.84525
0x646f,5/2/2020 10:40,3.576,40.50589162,4.29533,5.20369,8.94031,2.18973,2.1871,2.18973
0x646f,5/2/2020 11:41,3.54,41.20552442,4.53037,5.00116,8.79871,1.59122,2.17691,1.59122
0x646f,5/2/2020 12:41,3.54,41.66921655,2.77781,3.38422,8.82857,0.85632,1.13145,0.85632
0x646f,5/2/2020 13:41,3.528,43.27646355,4.19855,5.04964,7.28567,1.43626,1.8886,1.43626
0x646f,5/2/2020 14:42,3.54,43.73157746,2.78439,5.64156,7.43458,1.14239,2.00548,1.14239
0x646f,5/2/2020 15:42,3.516,44.63690725,4.19053,4.37655,7.32577,2.02956,1.73365,2.02956
0x646f,5/2/2020 16:43,3.564,42.36090519,3.98608,4.22944,13.85068,1.724,1.75904,1.724
0x646f,5/2/2020 17:43,3.576,41.43763517,2.68384,4.34788,6.51443,1.10922,1.59418,1.10922
0x646f,5/2/2020 18:43,3.564,40.97287197,5.81046,4.87894,6.37593,2.66992,1.86329,2.66992
0x646f,5/2/2020 19:44,3.552,41.20552442,4.95429,4.94304,12.06819,2.26067,2.34732,2.26067
0x646f,5/2/2020 20:44,3.552,41.20552442,3.35358,3.65469,6.6786,1.26295,1.13893,1.26295
0x646f,5/2/2020 21:45,3.528,40.97287197,7.61222,6.01431,6.26527,3.72563,2.76389,3.72563
0x646f,5/2/2020 22:45,3.6,41.43763517,4.28246,5.59458,5.87199,1.58372,2.36564,1.58372
0x646f,5/2/2020 23:45,3.564,45.08728967,6.51156,6.57428,7.39089,3.12942,2.61829,3.12942
0x78ab,4/27/2020 0:14,3.636,58.6920687,8.48347,5.69794,5.52964,2.58589,2.57617,2.58589
0x78ab,4/27/2020 1:14,3.624,58.47307293,7.77465,5.97655,5.0622,2.80031,1.94857,2.80031
0x78ab,4/27/2020 2:15,3.636,59.56953407,5.87977,5.54873,3.79659,2.5743,1.78233,2.5743
0x78ab,4/27/2020 3:15,3.636,58.91120544,6.44943,7.54949,5.0233,1.94484,2.29604,1.94484
0x78ab,4/27/2020 4:16,3.624,59.34993086,9.03805,6.57901,4.13691,4.30798,2.84677,4.30798
0x78ab,4/27/2020 5:16,3.624,59.78930733,7.42189,6.31716,4.43377,2.69376,1.93238,2.69376
0x78ab,4/27/2020 6:16,3.624,60.00925793,5.58728,5.98511,4.85087,1.8895,2.30448,1.8895
0x78ab,4/27/2020 7:17,3.636,60.2293932,5.73158,6.80782,6.01832,2.07621,2.46636,2.07621
0x78ab,4/27/2020 8:17,3.624,60.00925793,5.31831,7.17465,3.27756,1.81029,2.6981,1.81029
0x78ab,4/27/2020 9:18,3.636,60.8909804,9.2668,6.37893,4.85668,3.10425,2.78884,3.10425
0x78ab,4/27/2020 10:18,3.624,61.55449477,8.65794,4.70166,5.88276,2.91853,1.80942,2.91853
0x78ab,4/27/2020 11:19,3.612,60.44972046,8.67266,4.72943,3.43324,3.5961,1.84136,3.5961
0x78ab,4/27/2020 12:19,3.624,61.55449477,8.80379,9.34269,3.82664,4.27076,4.31979,4.27076
0x78ab,4/27/2020 13:20,3.624,64.68234729,6.57799,6.95224,4.28222,2.76111,2.94959,2.76111
0x78ab,4/27/2020 14:20,3.636,59.34993086,8.02842,6.61211,3.92001,3.51766,2.51185,3.51766
0x78ab,4/27/2020 15:20,3.612,59.56953407,5.57549,7.98509,3.8884,1.51966,3.12036,1.51966
0x78ab,4/27/2020 16:21,3.624,61.11192784,6.94985,7.62886,4.08328,3.02451,2.61152,3.02451
0x78ab,4/27/2020 17:21,3.612,60.44972046,5.83189,6.00151,5.19747,1.78458,2.47769,1.78458
0x78ab,4/27/2020 18:22,3.612,59.56953407,8.35904,7.02197,3.65002,3.00489,2.98675,3.00489
0x78ab,4/27/2020 19:22,3.624,59.78930733,6.64251,8.6261,4.3738,2.07668,3.4142,2.07668
0x78ab,4/27/2020 20:23,3.612,58.47307293,7.87814,6.2542,4.56903,2.17351,2.14586,2.17351
0x78ab,4/27/2020 21:23,3.612,59.34993086,4.49075,7.48306,4.04533,1.3056,2.86789,1.3056
0x78ab,4/27/2020 22:24,3.624,59.34993086,7.60426,9.62196,5.70656,2.44443,3.36703,2.44443
0x78ab,4/27/2020 23:24,3.624,59.78930733,8.40788,6.6315,4.20723,3.71019,2.62339,3.71019
0x78ab,4/28/2020 0:25,3.624,58.03547535,6.06896,7.70044,5.37666,1.64429,3.28628,1.64429
0x78ab,4/28/2020 1:25,3.612,59.34993086,5.8578,7.36408,3.39475,1.61615,2.61924,1.61615
0x78ab,4/28/2020 2:25,3.624,59.13049041,6.36863,5.38564,8.24101,2.09503,2.07304,2.09503
0x78ab,4/28/2020 3:26,3.624,59.78930733,6.73588,5.39701,4.78228,1.85713,1.87732,1.85713
0x78ab,4/28/2020 4:26,3.636,59.34993086,6.34242,4.46896,4.35231,2.33121,1.85547,2.33121
0x78ab,4/28/2020 5:27,3.624,59.56953407,5.5531,5.93759,7.93709,2.12226,2.09697,2.12226
0x78ab,4/28/2020 6:27,3.624,59.13049041,6.47804,8.10832,5.17233,2.5443,3.42176,2.5443
0x78ab,4/28/2020 7:27,3.624,59.34993086,8.55984,5.85314,4.71399,2.80391,2.22816,2.80391
0x78ab,4/28/2020 8:28,3.612,58.25421089,5.08195,6.21984,4.54826,1.69695,2.69539,1.69695
0x78ab,4/28/2020 9:28,3.624,58.91120544,10.4992,10.65541,3.79157,4.23674,4.55502,4.23674
0x78ab,4/28/2020 10:29,3.624,58.25421089,5.80472,7.1716,5.10685,1.96704,2.46757,1.96704
0x78ab,4/28/2020 11:29,3.612,63.55862225,7.72893,5.78437,8.08253,2.37811,2.05602,2.37811
0x78ab,4/28/2020 12:29,3.624,64.23187921,7.51813,7.40142,5.82483,3.18907,3.23349,3.18907
0x78ab,4/28/2020 13:30,3.624,65.81468912,6.26898,8.73323,8.51896,1.80999,3.1027,1.80999
0x78ab,4/28/2020 14:30,3.624,67.41639045,5.38378,7.79315,3.23256,1.92803,2.59783,1.92803
0x78ab,4/28/2020 15:31,3.624,67.41639045,7.16178,10.07898,2.99986,2.55169,4.44967,2.55169
0x78ab,4/28/2020 16:31,3.612,61.9980075,5.83632,8.84036,5.32495,1.92936,3.53697,1.92936
0x78ab,4/28/2020 17:31,3.624,61.9980075,6.30495,9.17367,2.96568,1.97079,3.71589,1.97079
0x78ab,4/28/2020 18:32,3.612,56.2892781,6.4723,6.25073,6.12576,2.42706,2.12057,2.42706
0x78ab,4/28/2020 19:32,3.6,52.80495157,6.39652,6.39575,5.77485,2.16771,2.52701,2.16771
0x78ab,4/28/2020 20:33,3.6,51.93281083,7.75095,5.45776,4.59979,2.36625,1.96389,2.36625
0x78ab,4/28/2020 21:33,3.612,52.15095681,7.13185,6.61833,4.58525,2.71203,2.48344,2.71203
0x78ab,4/28/2020 22:33,3.6,51.27782246,4.77791,4.98835,5.28671,1.4532,1.76445,1.4532
0x78ab,4/28/2020 23:34,3.612,52.80495157,5.94704,4.58453,4.23746,1.80831,1.3246,1.80831
0x78ab,4/29/2020 0:34,3.612,55.85348815,5.79239,6.15868,4.96345,2.07063,2.82162,2.07063
0x78ab,4/29/2020 1:35,3.612,58.03547535,4.71417,8.46504,6.54992,1.71285,3.44278,1.71285
0x78ab,4/29/2020 2:35,3.612,58.47307293,10.48531,6.49408,5.30987,4.45798,2.75999,4.45798
0x78ab,4/29/2020 3:35,3.612,58.03547535,6.14766,7.97001,6.22068,2.23501,3.14076,2.23501
0x78ab,4/29/2020 4:36,3.612,58.25421089,6.37558,5.35775,4.23446,2.01321,1.71729,2.01321
0x78ab,4/29/2020 5:37,3.612,59.56953407,8.07654,4.78988,2.71915,2.64031,1.76954,2.64031
0x78ab,4/29/2020 6:37,3.612,59.56953407,9.60526,8.31685,6.93698,4.37542,3.22848,4.37542
0x78ab,4/29/2020 7:37,3.612,60.00925793,4.69364,7.58971,3.75865,1.53355,2.75293,1.53355
0x78ab,4/29/2020 8:38,3.612,46.87545639,5.58967,0.47222,4.49003,2.32665,0.22349,2.32665
0x78ab,4/29/2020 9:38,3.588,42.81960239,7.71732,0.61587,1.89848,2.62369,0.22257,2.62369
0x78ab,4/29/2020 10:39,3.588,42.36090519,11.31311,0.96707,0.85802,5.8851,0.41847,5.8851
0x78ab,4/29/2020 11:39,3.576,37.16589398,5.92813,8.12682,4.45454,2.46547,3.02344,2.46547
0x78ab,4/29/2020 12:39,3.612,51.27782246,4.0506,6.25097,4.99756,1.40404,2.59159,1.40404
0x78ab,4/29/2020 13:40,3.624,55.20013756,5.67388,4.12236,4.59375,2.25236,1.67391,2.25236
0x78ab,4/29/2020 14:40,3.624,54.54701364,5.0725,3.38709,7.38993,2.57378,1.42374,2.57378
0x78ab,4/29/2020 15:41,3.612,57.81685908,7.10672,6.69512,5.25612,2.78987,2.38943,2.78987
0x78ab,4/29/2020 16:41,3.612,57.81685908,6.50019,5.67436,5.35512,2.37527,1.91313,2.37527
0x78ab,4/29/2020 17:41,3.612,56.50726168,6.76317,5.93944,4.30042,3.1523,2.22918,3.1523
0x78ab,4/29/2020 18:42,3.612,52.15095681,6.98007,9.28697,8.093,2.9828,4.16596,2.9828
0x78ab,4/29/2020 19:42,3.612,51.93281083,9.1161,3.70969,6.36576,4.41439,1.28362,4.41439
0x78ab,4/29/2020 20:43,3.624,52.36902385,4.35919,4.35842,5.84673,1.7336,1.39728,1.7336
0x78ab,4/29/2020 21:43,3.612,47.54118412,9.11011,9.01824,7.96492,4.43875,4.26879,4.43875
0x78ab,4/29/2020 22:43,3.612,46.65300428,5.03707,3.96675,4.89277,1.95104,1.25329,1.95104
0x78ab,4/29/2020 23:44,3.6,47.54118412,6.88299,4.73542,6.79477,2.74468,1.64342,2.74468
0x78ab,4/30/2020 0:44,3.612,45.31194571,9.65374,7.4851,6.26796,5.34161,2.81707,5.34161
0x78ab,4/30/2020 1:44,3.612,47.09763103,6.88048,5.17664,4.15965,2.2504,1.54586,2.2504
0x78ab,4/30/2020 2:45,3.612,46.65300428,7.81841,4.82202,4.37673,3.40725,1.45286,3.40725
0x78ab,4/30/2020 3:45,3.612,46.20723099,6.86342,4.66413,4.97751,2.63871,1.79769,2.63871
0x78ab,4/30/2020 4:46,3.624,46.20723099,5.03467,6.4556,4.93843,1.71557,2.74426,1.71557
0x78ab,4/30/2020 5:46,3.6,47.54118412,6.4131,5.45543,5.50067,1.62995,2.19217,1.62995
0x78ab,4/30/2020 6:47,3.624,50.84062733,6.11181,7.82565,5.3368,2.37859,3.07215,2.37859
0x78ab,4/30/2020 7:47,3.624,51.93281083,6.93363,6.89269,4.31796,2.80666,2.80895,2.80666
0x78ab,4/30/2020 8:47,3.612,52.80495157,6.17388,9.38273,6.80028,2.4149,4.13331,2.4149
0x78ab,4/30/2020 9:48,3.612,52.58701957,4.60183,8.32977,4.98859,1.52517,3.82851,1.52517
0x78ab,4/30/2020 10:48,3.624,56.72531399,5.64396,4.15893,8.38597,1.87984,1.32553,1.87984
0x78ab,4/30/2020 11:49,3.624,56.2892781,5.72871,6.30687,5.57585,1.9196,1.81316,1.9196
0x78ab,4/30/2020 12:49,3.624,58.03547535,7.05285,6.23888,6.7697,2.66059,2.58372,2.66059
0x78ab,4/30/2020 13:49,3.612,56.071356,5.65096,6.23648,3.31575,1.38553,2.50609,1.38553
0x78ab,4/30/2020 14:50,3.612,54.54701364,4.87295,7.1121,4.15295,1.61135,2.38929,1.61135
0x78ab,4/30/2020 15:50,3.612,57.81685908,6.21529,4.1004,4.79048,1.97765,1.34894,1.97765
0x78ab,4/30/2020 16:51,3.624,57.37995545,4.34064,7.27717,5.69315,1.42053,2.30075,1.42053
0x78ab,4/30/2020 17:51,3.624,57.81685908,6.89245,7.62203,4.24991,2.42257,2.6439,2.42257
0x78ab,4/30/2020 18:51,3.624,58.03547535,6.27371,6.12067,5.03324,2.30371,2.07163,2.30371
0x78ab,4/30/2020 19:52,3.636,53.67619289,6.31758,5.90191,4.88229,2.28823,2.21649,2.28823
0x78ab,4/30/2020 20:52,3.612,51.49625137,9.02853,8.538,7.40813,3.65723,2.72846,3.65723
0x78ab,4/30/2020 21:53,3.624,49.74530344,6.16496,9.75034,6.74797,1.72159,3.81662,1.72159
0x78ab,4/30/2020 22:53,3.612,49.0861857,6.80148,5.13738,3.00004,2.92825,1.75175,2.92825
0x78ab,4/30/2020 23:53,3.624,48.20465671,6.28771,8.91889,4.55538,1.61109,4.33677,1.61109
0x78ab,5/1/2020 0:54,3.612,48.64583567,8.01406,5.91041,5.81082,2.64197,1.88583,2.64197
0x78ab,5/1/2020 1:54,3.612,48.20465671,8.85892,7.73264,5.13522,3.68422,2.70241,3.68422
0x78ab,5/1/2020 2:55,3.612,47.31953728,5.45088,10.58251,6.49624,1.66827,4.50034,1.66827
0x78ab,5/1/2020 3:55,3.624,47.54118412,6.81063,7.12659,4.4692,2.50391,2.64362,2.50391
0x78ab,5/1/2020 4:55,3.6,47.54118412,6.70583,6.36121,4.09034,2.36519,2.32485,2.36519
0x78ab,5/1/2020 5:56,3.612,48.20465671,11.87236,6.83978,11.54599,4.91631,2.83727,4.91631
0x78ab,5/1/2020 6:56,3.6,47.76258044,9.97646,6.75946,3.84711,4.49696,2.25674,4.49696
0x78ab,5/1/2020 7:57,3.624,48.42535405,7.15747,6.4052,6.97864,3.12174,2.50452,3.12174
0x78ab,5/1/2020 8:58,3.624,49.74530344,6.09787,8.64309,3.98632,2.00967,2.90785,2.00967
0x78ab,5/1/2020 9:58,3.612,50.62184542,5.46985,6.78729,5.89006,1.92221,2.49271,1.92221
0x78ab,5/1/2020 10:58,3.612,56.2892781,7.6419,11.42198,8.11916,2.52749,3.77392,2.52749
0x78ab,5/1/2020 11:59,3.624,56.2892781,4.99086,6.32482,4.43903,1.72722,2.07015,1.72722
0x78ab,5/1/2020 12:59,3.612,58.03547535,6.53221,7.74413,5.45644,1.88467,2.80045,1.88467
0x78ab,5/1/2020 13:59,3.624,60.2293932,7.37461,7.4973,4.0184,2.52316,2.53528,2.52316
0x78ab,5/1/2020 15:00,3.624,61.33309682,6.9626,5.48379,5.9808,2.20353,1.86085,2.20353
0x78ab,5/1/2020 16:00,3.624,61.11192784,8.0374,6.825,6.45572,2.8528,2.62133,2.8528
0x78ab,5/1/2020 17:01,3.624,60.00925793,5.38181,7.29902,5.00547,1.81423,2.86306,1.81423
0x78ab,5/1/2020 18:01,3.624,49.0861857,8.61634,6.26401,4.22501,3.26385,2.1346,3.26385
0x78ab,5/1/2020 19:01,3.624,48.20465671,9.45497,7.85928,8.31643,4.39106,2.95849,4.39106
0x78ab,5/1/2020 20:02,3.624,46.87545639,5.68657,6.10385,4.44849,1.90793,2.40779,1.90793
0x78ab,5/1/2020 21:02,3.612,47.31953728,7.40358,7.61485,5.38061,1.96617,2.63341,1.96617
0x78ab,5/1/2020 22:03,3.624,46.87545639,6.71727,6.72187,6.32608,1.96806,2.25871,1.96806
0x78ab,5/1/2020 23:03,3.612,46.87545639,10.55282,8.52567,3.29947,3.44227,3.50516,3.44227
0x78ab,5/2/2020 0:04,3.612,47.31953728,6.78975,6.37743,3.89152,2.40232,2.53826,2.40232
0x78ab,5/2/2020 1:04,3.612,47.09763103,8.07942,9.50722,10.85363,2.64076,3.18914,2.64076
0x78ab,5/2/2020 2:04,3.612,50.40293008,6.31501,4.70274,12.51582,2.08139,1.71303,2.08139
0x78ab,5/2/2020 3:05,3.612,52.15095681,6.77574,8.48329,4.73721,2.39405,3.73284,2.39405
0x78ab,5/2/2020 4:05,3.612,51.27782246,6.20871,4.99212,4.52265,2.07965,1.79652,2.07965
0x78ab,5/2/2020 5:05,3.6,45.76023678,8.24413,10.57832,6.61953,3.77637,5.32908,3.77637
0x78ab,5/2/2020 6:06,3.612,46.20723099,6.92369,8.70019,2.88051,2.27478,3.84646,2.27478
0x78ab,5/2/2020 7:06,3.624,46.20723099,7.14047,7.64286,3.73997,2.44079,2.91931,2.44079
0x78ab,5/2/2020 8:07,3.612,46.87545639,5.84751,10.64529,7.74575,1.81097,5.2442,1.81097
0x78ab,5/2/2020 9:07,3.6,47.54118412,6.16287,7.04902,6.52377,2.38143,3.3835,2.38143
0x78ab,5/2/2020 10:07,3.624,48.86611007,8.09881,5.11296,4.90414,3.21914,1.84797,3.21914
0x78ab,5/2/2020 11:08,3.624,55.6356673,6.90921,9.91325,4.1065,2.22528,4.2949,2.22528
0x78ab,5/2/2020 12:08,3.624,56.72531399,5.15557,6.46894,5.89539,1.53494,2.95872,1.53494
0x78ab,5/2/2020 13:08,3.624,57.37995545,8.22132,8.09474,5.83506,2.7353,3.42222,2.7353
0x78ab,5/2/2020 14:09,3.624,55.85348815,8.21217,12.3796,5.78185,2.88318,6.22937,2.88318
0x78ab,5/2/2020 15:09,3.612,55.20013756,5.69722,8.97084,3.54797,2.29014,3.20446,2.29014
0x78ab,5/2/2020 16:10,3.624,56.2892781,7.13449,12.4586,6.41532,2.37167,5.52216,2.37167
0x78ab,5/2/2020 17:10,3.624,57.16165365,5.06867,8.29895,4.12194,1.67219,2.32668,1.67219
0x78ab,5/2/2020 18:10,3.624,65.36065392,5.99229,6.26509,3.59974,2.25169,1.96426,2.25169
0x78ab,5/2/2020 19:11,3.624,62.66518155,7.50652,9.34407,3.30121,2.69513,3.65082,2.69513
0x78ab,5/2/2020 20:11,3.624,61.11192784,5.715,7.45685,3.90079,2.0439,2.68595,2.0439
0x78ab,5/2/2020 21:12,3.624,60.44972046,7.06775,6.79477,4.06209,2.00505,2.23477,2.00505
0x78ab,5/2/2020 22:12,3.636,59.78930733,6.13258,9.95976,3.99709,2.08289,3.9613,2.08289
0x78ab,5/2/2020 23:12,3.612,55.85348815,5.10805,9.33348,4.23027,1.80578,3.60584,1.80578
